,tx_type,date,punk_id,transfer_count,eth_amount,dollar_amount,floor_price,mean_offer,median_offer,min_sale_price,min_bid,mean_bid,median_bid,floor_sale_target,discount_target,premium_target
1694,Sold,2018-05-29,6322,0.0,0.05,28,0.05,0.06935483870967744,0.05,0.05,0.05,0.051666666666666666,0.05,1,0,0
1695,Sold,2018-05-29,7341,0.0,0.05,28,0.05,0.06935483870967744,0.05,0.05,0.05,0.051666666666666666,0.05,1,0,0
1696,Sold,2018-05-29,2344,0.0,0.05,28,0.05,0.06935483870967744,0.05,0.05,0.05,0.051666666666666666,0.05,1,0,0
1697,Sold,2018-05-29,7286,0.0,0.05,28,0.05,0.06935483870967744,0.05,0.05,0.05,0.051666666666666666,0.05,1,0,0
1698,Sold,2018-05-29,9541,0.0,0.05,28,0.05,0.06935483870967744,0.05,0.05,0.05,0.051666666666666666,0.05,1,0,0
1699,Sold,2018-05-29,7470,0.0,0.05,28,0.05,0.06935483870967744,0.05,0.05,0.05,0.051666666666666666,0.05,1,0,0
1700,Sold,2018-05-29,6190,0.0,0.10,57,0.05,0.06935483870967744,0.05,0.05,0.05,0.051666666666666666,0.05,0,0,1
1701,Sold,2018-05-30,7170,0.0,0.05,28,0.07,2.535,2.535,0.05,0.05,0.06,0.05,0,1,0
1702,Sold,2018-05-30,4070,0.0,0.05,28,0.07,2.535,2.535,0.05,0.05,0.06,0.05,0,1,0
1703,Sold,2018-05-30,7880,0.0,0.05,28,0.07,2.535,2.535,0.05,0.05,0.06,0.05,0,1,0
1704,Sold,2018-05-30,6984,0.0,0.05,28,0.07,2.535,2.535,0.05,0.05,0.06,0.05,0,1,0
1705,Sold,2018-05-30,8280,2.0,0.05,28,0.07,2.535,2.535,0.05,0.05,0.06,0.05,0,1,0
1706,Sold,2018-05-30,8839,0.0,0.05,28,0.07,2.535,2.535,0.05,0.05,0.06,0.05,0,1,0
1707,Sold,2018-05-30,5817,0.0,0.05,28,0.07,2.535,2.535,0.05,0.05,0.06,0.05,0,1,0
1708,Sold,2018-05-30,9875,0.0,0.10,56,0.07,2.535,2.535,0.05,0.05,0.06,0.05,0,0,1
1709,Sold,2018-05-30,9615,0.0,0.05,28,0.07,2.535,2.535,0.05,0.05,0.06,0.05,0,1,0
1710,Sold,2018-05-30,9679,0.0,0.05,28,0.07,2.535,2.535,0.05,0.05,0.06,0.05,0,1,0
1711,Sold,2018-05-31,7240,0.0,0.05,29,0.07,0.28500000000000003,0.28500000000000003,0.05,0.05,0.15,0.2,0,1,0
1712,Sold,2018-05-31,7746,0.0,0.10,58,0.07,0.28500000000000003,0.28500000000000003,0.05,0.05,0.15,0.2,0,0,1
1713,Sold,2018-05-31,3587,1.0,0.10,58,0.07,0.28500000000000003,0.28500000000000003,0.05,0.05,0.15,0.2,0,0,1
1714,Sold,2018-05-31,1668,0.0,0.08,43,0.07,0.28500000000000003,0.28500000000000003,0.05,0.05,0.15,0.2,0,0,1
1715,Sold,2018-05-31,6063,0.0,0.05,29,0.07,0.28500000000000003,0.28500000000000003,0.05,0.05,0.15,0.2,0,1,0
1716,Sold,2018-05-31,1857,1.0,0.08,43,0.07,0.28500000000000003,0.28500000000000003,0.05,0.05,0.15,0.2,0,0,1
1717,Sold,2018-05-31,7295,0.0,0.08,46,0.07,0.28500000000000003,0.28500000000000003,0.05,0.05,0.15,0.2,0,0,1
1718,Sold,2018-05-31,8072,0.0,0.05,29,0.07,0.28500000000000003,0.28500000000000003,0.05,0.05,0.15,0.2,0,1,0
1719,Sold,2018-05-31,3542,0.0,0.05,29,0.07,0.28500000000000003,0.28500000000000003,0.05,0.05,0.15,0.2,0,1,0
1720,Sold,2018-05-31,3934,0.0,0.05,29,0.07,0.28500000000000003,0.28500000000000003,0.05,0.05,0.15,0.2,0,1,0
1721,Sold,2018-05-31,8698,0.0,0.05,29,0.07,0.28500000000000003,0.28500000000000003,0.05,0.05,0.15,0.2,0,1,0
1722,Sold,2018-06-01,3540,0.0,0.05,29,0.1,0.1,0.1,0.05,0.05,0.049999999999999996,0.05,0,1,0
1723,Sold,2018-06-01,9688,0.0,0.05,30,0.1,0.1,0.1,0.05,0.05,0.049999999999999996,0.05,0,1,0
1724,Sold,2018-06-01,5946,1.0,0.05,29,0.1,0.1,0.1,0.05,0.05,0.049999999999999996,0.05,0,1,0
1725,Sold,2018-06-01,9645,1.0,0.05,29,0.1,0.1,0.1,0.05,0.05,0.049999999999999996,0.05,0,1,0
1726,Sold,2018-06-01,8231,1.0,0.05,29,0.1,0.1,0.1,0.05,0.05,0.049999999999999996,0.05,0,1,0
1727,Sold,2018-06-01,6527,1.0,0.05,29,0.1,0.1,0.1,0.05,0.05,0.049999999999999996,0.05,0,1,0
1728,Sold,2018-06-01,6610,1.0,0.05,29,0.1,0.1,0.1,0.05,0.05,0.049999999999999996,0.05,0,1,0
1729,Sold,2018-06-01,2874,1.0,0.05,29,0.1,0.1,0.1,0.05,0.05,0.049999999999999996,0.05,0,1,0
1730,Sold,2018-06-01,5318,0.0,0.05,30,0.1,0.1,0.1,0.05,0.05,0.049999999999999996,0.05,0,1,0
1731,Sold,2018-06-01,3888,1.0,0.05,29,0.1,0.1,0.1,0.05,0.05,0.049999999999999996,0.05,0,1,0
1732,Sold,2018-06-03,4893,0.0,0.10,62,,,,,0.01,0.01,0.01,0,0,0
1733,Sold,2018-06-06,9875,0.0,0.07,42,,,,,,,,0,0,0
1734,Sold,2018-06-06,4634,0.0,0.10,61,,,,,,,,0,0,0
1735,Sold,2018-06-07,6514,2.0,0.05,30,,,,,0.12,0.12,0.12,0,0,0
1736,Sold,2018-06-07,2501,1.0,0.10,60,,,,,0.12,0.12,0.12,0,0,0
1737,Sold,2018-06-07,4326,2.0,0.07,42,,,,,0.12,0.12,0.12,0,0,0
1738,Sold,2018-06-08,5397,1.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1739,Sold,2018-06-08,1808,1.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1740,Sold,2018-06-08,2728,1.0,0.14,84,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,0,1
1741,Sold,2018-06-08,1770,1.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1742,Sold,2018-06-08,2586,1.0,0.15,90,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,0,1
1743,Sold,2018-06-08,8002,0.0,0.05,30,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1744,Sold,2018-06-08,3790,1.0,0.05,30,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1745,Sold,2018-06-08,5338,1.0,0.05,30,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1746,Sold,2018-06-08,1769,1.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1747,Sold,2018-06-08,6752,1.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1748,Sold,2018-06-08,5288,1.0,0.29,174,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,0,1
1749,Sold,2018-06-08,1767,2.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1750,Sold,2018-06-08,6620,1.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1751,Sold,2018-06-08,6621,0.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1752,Sold,2018-06-08,6248,1.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1753,Sold,2018-06-08,3382,0.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1754,Sold,2018-06-08,8276,0.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1755,Sold,2018-06-08,1778,4.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1756,Sold,2018-06-08,5433,2.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1757,Sold,2018-06-08,1880,1.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1758,Sold,2018-06-08,8583,1.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1759,Sold,2018-06-08,1788,2.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1760,Sold,2018-06-08,1791,3.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1761,Sold,2018-06-08,4534,1.0,0.14,84,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,0,1
1762,Sold,2018-06-08,4824,1.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1763,Sold,2018-06-08,1796,1.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1764,Sold,2018-06-08,6685,2.0,0.05,30,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1765,Sold,2018-06-08,1852,1.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1766,Sold,2018-06-08,3376,2.0,0.26,153,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,0,1
1767,Sold,2018-06-08,5480,4.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1768,Sold,2018-06-08,9449,1.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1769,Sold,2018-06-08,1853,1.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1770,Sold,2018-06-08,4956,1.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1771,Sold,2018-06-08,3641,0.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1772,Sold,2018-06-08,2111,1.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1773,Sold,2018-06-08,5619,1.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1774,Sold,2018-06-08,3931,1.0,0.05,30,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1775,Sold,2018-06-08,2851,4.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1776,Sold,2018-06-08,8998,1.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1777,Sold,2018-06-08,7407,3.0,0.69,414,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,0,1
1778,Sold,2018-06-08,3946,1.0,0.25,150,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,0,1
1779,Sold,2018-06-08,8705,2.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1780,Sold,2018-06-08,1832,1.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1781,Sold,2018-06-08,4334,2.0,0.10,60,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,1,0,0
1782,Sold,2018-06-08,7072,1.0,0.05,30,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1783,Sold,2018-06-08,6485,4.0,0.05,30,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1784,Sold,2018-06-08,1589,1.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1785,Sold,2018-06-08,3179,3.0,0.26,153,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,0,1
1786,Sold,2018-06-08,7422,1.0,0.18,108,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,0,1
1787,Sold,2018-06-08,1677,2.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1788,Sold,2018-06-08,1830,1.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1789,Sold,2018-06-08,1690,1.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1790,Sold,2018-06-08,9539,1.0,0.69,414,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,0,1
1791,Sold,2018-06-08,1558,4.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1792,Sold,2018-06-08,8635,4.0,0.25,150,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,0,1
1793,Sold,2018-06-08,7528,1.0,0.18,108,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,0,1
1794,Sold,2018-06-08,5196,1.0,0.05,30,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1795,Sold,2018-06-08,3234,1.0,0.13,78,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,0,1
1796,Sold,2018-06-08,1762,2.0,0.08,45,0.1,0.09999999999999999,0.1,0.05,0.1,0.125,0.125,0,1,0
1797,Sold,2018-06-11,9162,3.0,0.10,53,0.05,0.16363636363636366,0.05,0.05,0.05,0.05,0.05,0,0,1
1798,Sold,2018-06-11,2099,0.0,0.50,266,0.05,0.16363636363636366,0.05,0.05,0.05,0.05,0.05,0,0,1
1799,Sold,2018-06-11,6658,1.0,0.05,27,0.05,0.16363636363636366,0.05,0.05,0.05,0.05,0.05,1,0,0
1800,Sold,2018-06-11,7478,1.0,0.05,27,0.05,0.16363636363636366,0.05,0.05,0.05,0.05,0.05,1,0,0
1801,Sold,2018-06-11,8640,1.0,0.05,27,0.05,0.16363636363636366,0.05,0.05,0.05,0.05,0.05,1,0,0
1802,Sold,2018-06-11,9677,1.0,0.05,27,0.05,0.16363636363636366,0.05,0.05,0.05,0.05,0.05,1,0,0
1803,Sold,2018-06-12,4523,1.0,0.20,99,0.05,0.10500000000000001,0.1,0.05,0.04,0.04,0.04,0,0,1
1804,Sold,2018-06-12,7646,1.0,0.05,25,0.05,0.10500000000000001,0.1,0.05,0.04,0.04,0.04,1,0,0
1805,Sold,2018-06-12,8237,1.0,0.05,25,0.05,0.10500000000000001,0.1,0.05,0.04,0.04,0.04,1,0,0
1806,Sold,2018-06-12,3326,1.0,0.05,25,0.05,0.10500000000000001,0.1,0.05,0.04,0.04,0.04,1,0,0
1807,Sold,2018-06-12,3732,2.0,0.05,25,0.05,0.10500000000000001,0.1,0.05,0.04,0.04,0.04,1,0,0
1808,Sold,2018-06-12,9655,0.0,0.05,25,0.05,0.10500000000000001,0.1,0.05,0.04,0.04,0.04,1,0,0
1809,Sold,2018-06-12,3010,1.0,0.05,25,0.05,0.10500000000000001,0.1,0.05,0.04,0.04,0.04,1,0,0
1810,Sold,2018-06-13,1537,4.0,0.05,24,,,,,0.1,0.1,0.1,0,0,0
1811,Sold,2018-06-14,7452,1.0,0.05,26,0.05,0.10833333333333334,0.1,0.05,,,,1,0,0
1812,Sold,2018-06-14,1854,0.0,0.10,52,0.05,0.10833333333333334,0.1,0.05,,,,0,0,1
1813,Sold,2018-06-15,1584,0.0,0.05,24,0.2,0.25,0.25,0.05,,,,0,1,0
1814,Sold,2018-06-17,1948,0.0,0.10,50,,,,,0.07,0.07,0.07,0,0,0
1815,Sold,2018-06-22,4045,0.0,0.19,88,,,,,0.01,0.01,0.01,0,0,0
1816,Sold,2018-06-28,9684,1.0,0.20,84,0.15,0.15,0.15,0.2,,,,0,0,1
1817,Sold,2018-07-04,7442,1.0,0.01,5,,,,,,,,0,0,0
1818,Sold,2018-07-04,7227,0.0,0.10,47,,,,,,,,0,0,0
1819,Sold,2018-07-10,4072,0.0,0.05,22,0.1,0.175,0.175,0.05,,,,0,1,0
1820,Sold,2018-07-17,4400,1.0,0.19,95,,,,,,,,0,0,0
1821,Sold,2018-07-18,8289,0.0,0.10,48,,,,,0.08,0.08,0.08,0,0,0
1822,Sold,2018-07-20,1102,4.0,0.19,85,,,,,0.07,0.085,0.085,0,0,0
1823,Sold,2018-07-23,6661,0.0,0.10,45,0.35,0.6847222222222221,0.9,0.1,,,,0,1,0
1824,Sold,2018-07-25,3731,0.0,0.22,104,,,,,,,,0,0,0
1825,Sold,2018-07-26,2217,3.0,0.28,127,18.0,2509.0,2509.0,0.12,0.02,0.02,0.02,0,1,0
1826,Sold,2018-07-26,5947,2.0,0.19,88,18.0,2509.0,2509.0,0.12,0.02,0.02,0.02,0,1,0
1827,Sold,2018-07-26,5846,0.0,0.12,55,18.0,2509.0,2509.0,0.12,0.02,0.02,0.02,0,1,0
1828,Sold,2018-07-27,4024,0.0,0.10,47,,,,,0.1,0.1,0.1,0,0,0
1829,Sold,2018-07-31,2442,0.0,0.11,48,0.1,0.24785714285714291,0.11,0.07,0.08,0.08,0.08,0,0,1
1830,Sold,2018-07-31,2827,1.0,0.12,52,0.1,0.24785714285714291,0.11,0.07,0.08,0.08,0.08,0,0,1
1831,Sold,2018-07-31,1899,0.0,0.07,30,0.1,0.24785714285714291,0.11,0.07,0.08,0.08,0.08,0,1,0
1832,Sold,2018-08-02,1912,0.0,0.10,41,,,,,,,,0,0,0
1833,Sold,2018-08-03,6908,0.0,0.10,42,0.15,0.5763636363636365,0.4,0.1,,,,0,1,0
1834,Sold,2018-08-06,9776,2.0,0.10,40,0.01,27.7525,5.5,0.01,0.04,0.04,0.04,0,0,1
1835,Sold,2018-08-06,7569,1.0,0.15,61,0.01,27.7525,5.5,0.01,0.04,0.04,0.04,0,0,1
1836,Sold,2018-08-06,9776,2.0,0.01,001,0.01,27.7525,5.5,0.01,0.04,0.04,0.04,1,0,0
1837,Sold,2018-08-06,8994,0.0,0.69,279,0.01,27.7525,5.5,0.01,0.04,0.04,0.04,0,0,1
1838,Sold,2018-08-07,9490,4.0,0.35,132,0.3,1.2666666666666666,1.5,0.1,,,,0,0,1
1839,Sold,2018-08-07,9919,2.0,0.10,38,0.3,1.2666666666666666,1.5,0.1,,,,0,1,0
1840,Sold,2018-08-07,8098,0.0,0.30,113,0.3,1.2666666666666666,1.5,0.1,,,,1,0,0
1841,Sold,2018-08-10,2073,0.0,0.18,60,,,,,0.2,0.2,0.2,0,0,0
1842,Sold,2018-08-12,4156,1.0,0.20,64,0.19,0.595,0.595,0.2,0.07,0.22300000000000003,0.1,0,0,1
1843,Sold,2018-08-13,7113,0.0,0.10,28,,,,,,,,0,0,0
1844,Sold,2018-08-14,6649,4.0,1.90,529,,,,,,,,0,0,0
1845,Sold,2018-08-15,9855,1.0,0.11,31,0.1,0.22000000000000003,0.2,0.1,,,,0,0,1
1846,Sold,2018-08-15,8843,0.0,0.25,70,0.1,0.22000000000000003,0.2,0.1,,,,0,0,1
1847,Sold,2018-08-15,9859,2.0,0.11,31,0.1,0.22000000000000003,0.2,0.1,,,,0,0,1
1848,Sold,2018-08-15,3500,3.0,0.26,73,0.1,0.22000000000000003,0.2,0.1,,,,0,0,1
1849,Sold,2018-08-15,2374,0.0,0.10,28,0.1,0.22000000000000003,0.2,0.1,,,,1,0,0
1850,Sold,2018-08-15,4909,0.0,0.30,84,0.1,0.22000000000000003,0.2,0.1,,,,0,0,1
1851,Sold,2018-08-15,9887,1.0,0.12,34,0.1,0.22000000000000003,0.2,0.1,,,,0,0,1
1852,Sold,2018-08-15,9793,1.0,1,281,0.1,0.22000000000000003,0.2,0.1,,,,0,0,1
1853,Sold,2018-08-15,8687,1.0,0.19,53,0.1,0.22000000000000003,0.2,0.1,,,,0,0,1
1854,Sold,2018-08-15,9491,0.0,0.29,82,0.1,0.22000000000000003,0.2,0.1,,,,0,0,1
1855,Sold,2018-08-15,9690,1.0,0.15,42,0.1,0.22000000000000003,0.2,0.1,,,,0,0,1
1856,Sold,2018-08-15,6555,1.0,0.29,82,0.1,0.22000000000000003,0.2,0.1,,,,0,0,1
1857,Sold,2018-08-15,1236,1.0,0.10,28,0.1,0.22000000000000003,0.2,0.1,,,,1,0,0
1858,Sold,2018-08-15,9862,0.0,0.12,34,0.1,0.22000000000000003,0.2,0.1,,,,0,0,1
1859,Sold,2018-08-15,9142,0.0,0.10,28,0.1,0.22000000000000003,0.2,0.1,,,,1,0,0
1860,Sold,2018-08-15,2031,2.0,0.30,83,0.1,0.22000000000000003,0.2,0.1,,,,0,0,1
1861,Sold,2018-08-16,6927,1.0,0.10,29,,,,,0.05,0.205,0.205,0,0,0
1862,Sold,2018-08-17,9780,1.0,0.10,32,0.25,0.25,0.25,0.1,0.09,0.09,0.09,0,1,0
1863,Sold,2018-08-18,1895,0.0,0.10,29,3.29,3.29,3.29,0.1,0.11,0.11,0.11,0,1,0
1864,Sold,2018-08-18,2335,0.0,0.13,38,3.29,3.29,3.29,0.1,0.11,0.11,0.11,0,1,0
1865,Sold,2018-08-22,8586,2.0,0.10,27,1.0,1.0,1.0,0.1,,,,0,1,0
1866,Sold,2018-08-22,6486,1.0,0.36,97,1.0,1.0,1.0,0.1,,,,0,1,0
1867,Sold,2018-08-22,5396,0.0,0.10,27,1.0,1.0,1.0,0.1,,,,0,1,0
1868,Sold,2018-08-26,8509,1.0,0.22,60,,,,,0.06,0.16000000000000003,0.19,0,0,0
1869,Sold,2018-08-26,2392,1.0,0.11,30,,,,,0.06,0.16000000000000003,0.19,0,0,0
1870,Sold,2018-08-26,7116,2.0,0.25,69,,,,,0.06,0.16000000000000003,0.19,0,0,0
1871,Sold,2018-08-26,2184,2.0,0.16,44,,,,,0.06,0.16000000000000003,0.19,0,0,0
1872,Sold,2018-08-26,2321,0.0,0.11,30,,,,,0.06,0.16000000000000003,0.19,0,0,0
1873,Sold,2018-08-27,2421,0.0,0.11,32,0.19,0.2544444444444445,0.25,0.1,,,,0,1,0
1874,Sold,2018-08-27,9914,0.0,0.10,29,0.19,0.2544444444444445,0.25,0.1,,,,0,1,0
1875,Sold,2018-08-28,9378,0.0,0.12,35,,,,,,,,0,0,0
1876,Sold,2018-09-01,5180,0.0,0.20,59,0.16,0.20333333333333334,0.16,0.1,,,,0,0,1
1877,Sold,2018-09-01,7965,1.0,0.18,53,0.16,0.20333333333333334,0.16,0.1,,,,0,0,1
1878,Sold,2018-09-01,2377,5.0,0.15,44,0.16,0.20333333333333334,0.16,0.1,,,,0,1,0
1879,Sold,2018-09-01,8288,0.0,0.10,30,0.16,0.20333333333333334,0.16,0.1,,,,0,1,0
1880,Sold,2018-09-01,5737,1.0,0.12,35,0.16,0.20333333333333334,0.16,0.1,,,,0,1,0
1881,Sold,2018-09-01,2565,0.0,0.13,38,0.16,0.20333333333333334,0.16,0.1,,,,0,1,0
1882,Sold,2018-09-01,2321,0.0,0.19,56,0.16,0.20333333333333334,0.16,0.1,,,,0,0,1
1883,Sold,2018-09-01,3766,1.0,0.16,47,0.16,0.20333333333333334,0.16,0.1,,,,1,0,0
1884,Sold,2018-09-01,2481,1.0,0.13,38,0.16,0.20333333333333334,0.16,0.1,,,,0,1,0
1885,Sold,2018-09-01,3545,2.0,0.20,59,0.16,0.20333333333333334,0.16,0.1,,,,0,0,1
1886,Sold,2018-09-02,6027,0.0,0.90,266,0.19,0.44499999999999995,0.44499999999999995,0.1,0.06,0.1025,0.11499999999999999,0,0,1
1887,Sold,2018-09-02,5357,1.0,0.10,30,0.19,0.44499999999999995,0.44499999999999995,0.1,0.06,0.1025,0.11499999999999999,0,1,0
1888,Sold,2018-09-02,2378,0.0,0.10,30,0.19,0.44499999999999995,0.44499999999999995,0.1,0.06,0.1025,0.11499999999999999,0,1,0
1889,Sold,2018-09-07,4691,2.0,0.10,22,,,,,,,,0,0,0
1890,Sold,2018-09-11,2376,0.0,0.10,19,0.3,1.4003333333333332,0.75,0.1,,,,0,1,0
1891,Sold,2018-09-11,9447,8.0,0.11,20,0.3,1.4003333333333332,0.75,0.1,,,,0,1,0
1892,Sold,2018-09-11,8433,0.0,0.20,37,0.3,1.4003333333333332,0.75,0.1,,,,0,1,0
1893,Sold,2018-09-11,9380,0.0,0.11,20,0.3,1.4003333333333332,0.75,0.1,,,,0,1,0
1894,Sold,2018-09-11,6335,0.0,0.10,19,0.3,1.4003333333333332,0.75,0.1,,,,0,1,0
1895,Sold,2018-09-11,9915,0.0,0.10,19,0.3,1.4003333333333332,0.75,0.1,,,,0,1,0
1896,Sold,2018-09-11,3366,1.0,0.11,20,0.3,1.4003333333333332,0.75,0.1,,,,0,1,0
1897,Sold,2018-09-14,4024,0.0,0.03,6,,,,,,,,0,0,0
1898,Sold,2018-09-14,9787,0.0,0.20,42,,,,,,,,0,0,0
1899,Sold,2018-09-16,3228,1.0,0.15,33,,,,,,,,0,0,0
1900,Sold,2018-09-17,4156,1.0,3.29,645,,,,,,,,0,0,0
1901,Sold,2018-09-20,2379,0.0,0.11,25,,,,,0.12,0.905,0.905,0,0,0
1902,Sold,2018-09-20,4330,1.0,0.15,34,,,,,0.12,0.905,0.905,0,0,0
1903,Sold,2018-09-21,2867,1.0,0.50,124,1.0,1.0,1.0,0.19,0.1,0.1,0.1,0,1,0
1904,Sold,2018-09-21,2198,0.0,0.29,71,1.0,1.0,1.0,0.19,0.1,0.1,0.1,0,1,0
1905,Sold,2018-09-21,8458,0.0,0.19,47,1.0,1.0,1.0,0.19,0.1,0.1,0.1,0,1,0
1906,Sold,2018-09-21,9317,1.0,0.69,171,1.0,1.0,1.0,0.19,0.1,0.1,0.1,0,1,0
1907,Sold,2018-09-22,4838,1.0,0.18,43,1.0,1.0,1.0,0.11,,,,0,1,0
1908,Sold,2018-09-22,2458,0.0,0.11,26,1.0,1.0,1.0,0.11,,,,0,1,0
1909,Sold,2018-09-22,6956,0.0,0.20,48,1.0,1.0,1.0,0.11,,,,0,1,0
1910,Sold,2018-09-22,9610,0.0,0.15,36,1.0,1.0,1.0,0.11,,,,0,1,0
1911,Sold,2018-09-22,1638,0.0,0.16,39,1.0,1.0,1.0,0.11,,,,0,1,0
1912,Sold,2018-09-26,9910,3.0,0.12,26,,,,,,,,0,0,0
1913,Sold,2018-09-26,8894,0.0,0.12,26,,,,,,,,0,0,0
1914,Sold,2018-09-27,1585,0.0,0.12,28,0.31,1.0379999999999998,0.52,0.12,0.02,2.526,0.06,0,1,0
1915,Sold,2018-09-27,7261,3.0,1,229,0.31,1.0379999999999998,0.52,0.12,0.02,2.526,0.06,0,0,1
1916,Sold,2018-09-29,9252,1.0,0.25,58,,,,,6.6,7.1225000000000005,7.119999999999999,0,0,0
1917,Sold,2018-10-01,5715,1.0,0.30,69,0.3,0.35,0.35,0.3,0.05,4.13,5.0,1,0,0
1918,Sold,2018-10-02,9706,1.0,0.20,45,0.35,8.032499999999999,0.895,0.12,0.08,1.3199999999999998,1.0,0,1,0
1919,Sold,2018-10-02,3094,2.0,0.48,108,0.35,8.032499999999999,0.895,0.12,0.08,1.3199999999999998,1.0,0,0,1
1920,Sold,2018-10-02,1539,1.0,0.15,34,0.35,8.032499999999999,0.895,0.12,0.08,1.3199999999999998,1.0,0,1,0
1921,Sold,2018-10-02,2760,2.0,0.40,90,0.35,8.032499999999999,0.895,0.12,0.08,1.3199999999999998,1.0,0,0,1
1922,Sold,2018-10-02,9619,1.0,0.49,110,0.35,8.032499999999999,0.895,0.12,0.08,1.3199999999999998,1.0,0,0,1
