,url,type,from,to,amount,date
0,https://www.larvalabs.com/cryptopunks/details/8633,Bid,0xc7c6b9,,<0.01Ξ ($<0.01),"Dec 16, 2020"
1,https://www.larvalabs.com/cryptopunks/details/8633,Claimed,,0x005612,,"Jun 23, 2017"
2,https://www.larvalabs.com/cryptopunks/details/8634,Transfer,0x00bd9f,0xca8fe4,,"Mar 08, 2018"
3,https://www.larvalabs.com/cryptopunks/details/8634,Claimed,,0x00bd9f,,"Jun 23, 2017"
4,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"12Ξ ($20,941)","Feb 10, 2021"
5,https://www.larvalabs.com/cryptopunks/details/8635,Sold,MadMax,0x565496,"6.95Ξ ($7,756)","Jan 12, 2021"
6,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"6.95Ξ ($8,998)","Jan 10, 2021"
7,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Jan 10, 2021"
8,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"8.75Ξ ($9,710)","Jan 05, 2021"
9,https://www.larvalabs.com/cryptopunks/details/8635,Sold,0x34e801,MadMax,"6.25Ξ ($6,844)","Jan 05, 2021"
10,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"6.25Ξ ($6,844)","Jan 05, 2021"
11,https://www.larvalabs.com/cryptopunks/details/8635,Transfer,Michel_M…,0x34e801,,"Jan 05, 2021"
12,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Jan 05, 2021"
13,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"9.75Ξ ($9,872)","Jan 04, 2021"
14,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Dec 30, 2020"
15,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"17.50Ξ ($12,876)","Dec 30, 2020"
16,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Dec 29, 2020"
17,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"9.50Ξ ($7,014)","Dec 28, 2020"
18,https://www.larvalabs.com/cryptopunks/details/8635,Bid Withdrawn,0xcb28f9,,"3.50Ξ ($2,197)","Dec 25, 2020"
19,https://www.larvalabs.com/cryptopunks/details/8635,Bid,0xcb28f9,,"3.50Ξ ($2,031)","Dec 24, 2020"
20,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Dec 22, 2020"
21,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"4.25Ξ ($2,626)","Dec 22, 2020"
22,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"4.75Ξ ($2,875)","Dec 21, 2020"
23,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"5.50Ξ ($3,388)","Dec 21, 2020"
24,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Dec 17, 2020"
25,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"12Ξ ($7,310)","Dec 01, 2020"
26,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"6Ξ ($3,461)","Nov 30, 2020"
27,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Nov 27, 2020"
28,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"5.20Ξ ($2,621)","Nov 27, 2020"
29,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Nov 23, 2020"
30,https://www.larvalabs.com/cryptopunks/details/8635,Bid Withdrawn,TweetyPi…,,"4Ξ ($2,328)","Nov 23, 2020"
31,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"5.25Ξ ($2,976)","Nov 22, 2020"
32,https://www.larvalabs.com/cryptopunks/details/8635,Bid,TweetyPi…,,"4Ξ ($2,177)","Nov 22, 2020"
33,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"6Ξ ($3,265)","Nov 22, 2020"
34,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"7Ξ ($3,793)","Nov 21, 2020"
35,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Nov 06, 2020"
36,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"8Ξ ($3,550)","Nov 06, 2020"
37,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Oct 22, 2020"
38,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"5.75Ξ ($2,400)","Oct 22, 2020"
39,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Oct 19, 2020"
40,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"12.50Ξ ($4,692)","Oct 19, 2020"
41,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Oct 13, 2020"
42,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"7.50Ξ ($2,866)","Oct 13, 2020"
43,https://www.larvalabs.com/cryptopunks/details/8635,(Unwrap),WrappedC…,Michel_M…,,"Oct 09, 2020"
44,https://www.larvalabs.com/cryptopunks/details/8635,(Wrap),0x60207f,WrappedC…,,"Oct 08, 2020"
45,https://www.larvalabs.com/cryptopunks/details/8635,Transfer,Michel_M…,0x60207f,,"Oct 08, 2020"
46,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Oct 08, 2020"
47,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"8.50Ξ ($2,893)","Oct 07, 2020"
48,https://www.larvalabs.com/cryptopunks/details/8635,(Unwrap),WrappedC…,Michel_M…,,"Oct 07, 2020"
49,https://www.larvalabs.com/cryptopunks/details/8635,(Wrap),0x60207f,WrappedC…,,"Oct 07, 2020"
50,https://www.larvalabs.com/cryptopunks/details/8635,Transfer,Michel_M…,0x60207f,,"Oct 07, 2020"
51,https://www.larvalabs.com/cryptopunks/details/8635,(Unwrap),WrappedC…,Michel_M…,,"Oct 06, 2020"
52,https://www.larvalabs.com/cryptopunks/details/8635,(Wrap),0x60207f,WrappedC…,,"Oct 05, 2020"
53,https://www.larvalabs.com/cryptopunks/details/8635,Transfer,Michel_M…,0x60207f,,"Oct 05, 2020"
54,https://www.larvalabs.com/cryptopunks/details/8635,Sold,KittyGr_…,Michel_M…,"6.50Ξ ($2,299)","Oct 05, 2020"
55,https://www.larvalabs.com/cryptopunks/details/8635,Bid,Michel_M…,,"6.50Ξ ($2,284)","Oct 05, 2020"
56,https://www.larvalabs.com/cryptopunks/details/8635,Bid Withdrawn,Michel_M…,,"6.50Ξ ($2,281)","Oct 05, 2020"
57,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,"18Ξ ($6,379)","Oct 05, 2020"
58,https://www.larvalabs.com/cryptopunks/details/8635,Bid,Michel_M…,,"6.50Ξ ($2,287)","Oct 04, 2020"
59,https://www.larvalabs.com/cryptopunks/details/8635,Bid,CPyrc,,"5.10Ξ ($1,795)","Oct 04, 2020"
60,https://www.larvalabs.com/cryptopunks/details/8635,Bid,Pranksy,,"5Ξ ($1,768)","Oct 04, 2020"
61,https://www.larvalabs.com/cryptopunks/details/8635,Bid Withdrawn,Pranksy,,1.80Ξ ($426),"May 30, 2020"
62,https://www.larvalabs.com/cryptopunks/details/8635,Bid,Pranksy,,1.80Ξ ($397),"May 29, 2020"
63,https://www.larvalabs.com/cryptopunks/details/8635,Sold,0xd8e806,KittyGr_…,0.25Ξ ($150),"Jun 08, 2018"
64,https://www.larvalabs.com/cryptopunks/details/8635,Bid Withdrawn,0x82f3d9,,0.18Ξ ($224),"Jan 15, 2018"
65,https://www.larvalabs.com/cryptopunks/details/8635,Bid,0x82f3d9,,0.18Ξ ($238),"Jan 14, 2018"
66,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,0.25Ξ ($215),"Jan 02, 2018"
67,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Dec 13, 2017"
68,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,0.38Ξ ($122),"Aug 21, 2017"
69,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,0.40Ξ ($119),"Aug 20, 2017"
70,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,0.50Ξ ($151),"Aug 16, 2017"
71,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,0.60Ξ ($179),"Aug 14, 2017"
72,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Jul 18, 2017"
73,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,0.55Ξ ($125),"Jul 18, 2017"
74,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Jul 17, 2017"
75,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,0.75Ξ ($148),"Jul 14, 2017"
76,https://www.larvalabs.com/cryptopunks/details/8635,Offer Withdrawn,,,,"Jul 13, 2017"
77,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,0.80Ξ ($164),"Jul 13, 2017"
78,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,0.80Ξ ($164),"Jul 13, 2017"
79,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,1.20Ξ ($229),"Jul 11, 2017"
80,https://www.larvalabs.com/cryptopunks/details/8635,Sold,0x682c30,0xd8e806,0.39Ξ ($74),"Jul 11, 2017"
81,https://www.larvalabs.com/cryptopunks/details/8635,Offered,,,0.39Ξ ($74),"Jul 11, 2017"
82,https://www.larvalabs.com/cryptopunks/details/8635,Claimed,,0x682c30,,"Jun 23, 2017"
83,https://www.larvalabs.com/cryptopunks/details/8636,Transfer,0x00bd9f,0xca8fe4,,"Mar 08, 2018"
84,https://www.larvalabs.com/cryptopunks/details/8636,Claimed,,0x00bd9f,,"Jun 23, 2017"
85,https://www.larvalabs.com/cryptopunks/details/8637,Claimed,,0x48db19,,"Jun 23, 2017"
86,https://www.larvalabs.com/cryptopunks/details/8638,Bid Withdrawn,MadMax,,"8Ξ ($8,110)","Jan 04, 2021"
87,https://www.larvalabs.com/cryptopunks/details/8638,Bid,MadMax,,"8Ξ ($8,110)","Jan 04, 2021"
88,https://www.larvalabs.com/cryptopunks/details/8638,Transfer,0x00bd9f,0xca8fe4,,"Mar 08, 2018"
89,https://www.larvalabs.com/cryptopunks/details/8638,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
90,https://www.larvalabs.com/cryptopunks/details/8638,Claimed,,0x00bd9f,,"Jun 23, 2017"
91,https://www.larvalabs.com/cryptopunks/details/8639,Sold,0x910b41,0x087173,"17.86Ξ ($24,177)","Jan 24, 2021"
92,https://www.larvalabs.com/cryptopunks/details/8639,Offered,,,"17.86Ξ ($19,695)","Jan 13, 2021"
93,https://www.larvalabs.com/cryptopunks/details/8639,Offered,,,"17.87Ξ ($23,408)","Jan 10, 2021"
94,https://www.larvalabs.com/cryptopunks/details/8639,Bid Withdrawn,Carlini8,,"9Ξ ($9,765)","Jan 05, 2021"
95,https://www.larvalabs.com/cryptopunks/details/8639,Sold,0xca8fe4,0x910b41,"12.50Ξ ($12,671)","Jan 04, 2021"
96,https://www.larvalabs.com/cryptopunks/details/8639,Offered,,,"12.50Ξ ($12,671)","Jan 04, 2021"
97,https://www.larvalabs.com/cryptopunks/details/8639,Bid,Carlini8,,"9Ξ ($9,123)","Jan 04, 2021"
98,https://www.larvalabs.com/cryptopunks/details/8639,Transfer,0x00bd9f,0xca8fe4,,"Mar 08, 2018"
99,https://www.larvalabs.com/cryptopunks/details/8639,Claimed,,0x00bd9f,,"Jun 23, 2017"
100,https://www.larvalabs.com/cryptopunks/details/8640,Transfer,snowfro,Snowfro,,"Apr 29, 2019"
101,https://www.larvalabs.com/cryptopunks/details/8640,Sold,0x00d7c9,snowfro,0.05Ξ ($27),"Jun 11, 2018"
102,https://www.larvalabs.com/cryptopunks/details/8640,Offered,,,0.05Ξ ($27),"Jun 11, 2018"
103,https://www.larvalabs.com/cryptopunks/details/8640,Claimed,,0x00d7c9,,"Jun 23, 2017"
104,https://www.larvalabs.com/cryptopunks/details/8641,Sold,0xca8fe4,0x561786,"4.80Ξ ($6,148)","Jan 10, 2021"
105,https://www.larvalabs.com/cryptopunks/details/8641,Offered,,,"4.80Ξ ($6,209)","Jan 10, 2021"
106,https://www.larvalabs.com/cryptopunks/details/8641,Bid,0x561786,,"4Ξ ($4,910)","Jan 09, 2021"
107,https://www.larvalabs.com/cryptopunks/details/8641,Offered,,,"5.10Ξ ($6,128)","Jan 07, 2021"
108,https://www.larvalabs.com/cryptopunks/details/8641,Transfer,0x00bd9f,0xca8fe4,,"Mar 08, 2018"
109,https://www.larvalabs.com/cryptopunks/details/8641,Claimed,,0x00bd9f,,"Jun 23, 2017"
110,https://www.larvalabs.com/cryptopunks/details/8642,Claimed,,0x6f4a2d,,"Jun 23, 2017"
111,https://www.larvalabs.com/cryptopunks/details/8643,Claimed,,0x6f4a2d,,"Jun 23, 2017"
112,https://www.larvalabs.com/cryptopunks/details/8644,Claimed,,0x6f4a2d,,"Jun 23, 2017"
113,https://www.larvalabs.com/cryptopunks/details/8645,Claimed,,0x6f4a2d,,"Jun 23, 2017"
114,https://www.larvalabs.com/cryptopunks/details/8646,Sold,0x515a82,0x00b278,0.32Ξ ($86),"Jul 04, 2017"
115,https://www.larvalabs.com/cryptopunks/details/8646,Offered,,,0.32Ξ ($86),"Jul 04, 2017"
116,https://www.larvalabs.com/cryptopunks/details/8646,Claimed,,0x515a82,,"Jun 23, 2017"
117,https://www.larvalabs.com/cryptopunks/details/8647,Offered,,,"15Ξ ($3,406)","Jun 20, 2020"
118,https://www.larvalabs.com/cryptopunks/details/8647,Claimed,,0xb6be4d,,"Jun 23, 2017"
119,https://www.larvalabs.com/cryptopunks/details/8648,Claimed,,0x6f4a2d,,"Jun 23, 2017"
120,https://www.larvalabs.com/cryptopunks/details/8649,Sold,0x1a96af,Bluetip2…,0.57Ξ ($122),"May 02, 2020"
121,https://www.larvalabs.com/cryptopunks/details/8649,Offered,,,0.57Ξ ($98),"Apr 17, 2020"
122,https://www.larvalabs.com/cryptopunks/details/8649,Transfer,0xe45df5,0x1a96af,,"Apr 17, 2020"
123,https://www.larvalabs.com/cryptopunks/details/8649,Offered,,,1.20Ξ ($365),"Jun 24, 2017"
124,https://www.larvalabs.com/cryptopunks/details/8649,Claimed,,0xe45df5,,"Jun 23, 2017"
125,https://www.larvalabs.com/cryptopunks/details/8650,Claimed,,0x99652f,,"Jun 23, 2017"
126,https://www.larvalabs.com/cryptopunks/details/8651,Transfer,0xcbd482,0x577ebc,,"Jan 31, 2021"
127,https://www.larvalabs.com/cryptopunks/details/8651,Bid Withdrawn,0x7760e0,,0.05Ξ ($14),"Jul 04, 2017"
128,https://www.larvalabs.com/cryptopunks/details/8651,Bid,0x7760e0,,0.05Ξ ($14),"Jul 02, 2017"
129,https://www.larvalabs.com/cryptopunks/details/8651,Claimed,,0xcbd482,,"Jun 23, 2017"
130,https://www.larvalabs.com/cryptopunks/details/8652,Bid,0xc7c6b9,,<0.01Ξ ($<0.01),"Dec 15, 2020"
131,https://www.larvalabs.com/cryptopunks/details/8652,Transfer,0x5462de,0x4b674e,,"Jun 28, 2017"
132,https://www.larvalabs.com/cryptopunks/details/8652,Claimed,,0x5462de,,"Jun 23, 2017"
133,https://www.larvalabs.com/cryptopunks/details/8653,Claimed,,0x6611fe,,"Jun 23, 2017"
134,https://www.larvalabs.com/cryptopunks/details/8654,Claimed,,0x6611fe,,"Jun 23, 2017"
135,https://www.larvalabs.com/cryptopunks/details/8655,Sold,0xbf6ccf,0xedb7f3,"4.90Ξ ($4,998)","Jan 13, 2021"
136,https://www.larvalabs.com/cryptopunks/details/8655,Offered,,,"4.90Ξ ($5,292)","Jan 12, 2021"
137,https://www.larvalabs.com/cryptopunks/details/8655,Offered,,,"5.67Ξ ($4,176)","Dec 30, 2020"
138,https://www.larvalabs.com/cryptopunks/details/8655,Sold,wolong,0xbf6ccf,"3.25Ξ ($2,035)","Dec 22, 2020"
139,https://www.larvalabs.com/cryptopunks/details/8655,Bid Withdrawn,0xd71a41,,"2.75Ξ ($1,523)","Nov 22, 2020"
140,https://www.larvalabs.com/cryptopunks/details/8655,Bid,0xd71a41,,"2.75Ξ ($1,523)","Nov 22, 2020"
141,https://www.larvalabs.com/cryptopunks/details/8655,Offered,,,"3.25Ξ ($1,472)","Nov 10, 2020"
142,https://www.larvalabs.com/cryptopunks/details/8655,Offer Withdrawn,,,,"Oct 10, 2020"
143,https://www.larvalabs.com/cryptopunks/details/8655,Bid Withdrawn,Lmao,,"4Ξ ($1,415)","Oct 05, 2020"
144,https://www.larvalabs.com/cryptopunks/details/8655,Bid,Lmao,,"4Ξ ($1,408)","Oct 05, 2020"
145,https://www.larvalabs.com/cryptopunks/details/8655,Offered,,,"5.20Ξ ($1,831)","Oct 05, 2020"
146,https://www.larvalabs.com/cryptopunks/details/8655,Sold,0xb6be4d,wolong,"2.96Ξ ($1,007)","Sep 25, 2020"
147,https://www.larvalabs.com/cryptopunks/details/8655,Offered,,,"2.96Ξ ($1,016)","Sep 25, 2020"
148,https://www.larvalabs.com/cryptopunks/details/8655,Offered,,,"10Ξ ($2,312)","Jun 26, 2020"
149,https://www.larvalabs.com/cryptopunks/details/8655,Offer Withdrawn,,,,"Jun 25, 2020"
150,https://www.larvalabs.com/cryptopunks/details/8655,Offered,,,"10Ξ ($2,276)","Jun 20, 2020"
151,https://www.larvalabs.com/cryptopunks/details/8655,Offer Withdrawn,,,,"Jun 20, 2020"
152,https://www.larvalabs.com/cryptopunks/details/8655,Offered,,,1.20Ξ ($276),"Jun 19, 2020"
153,https://www.larvalabs.com/cryptopunks/details/8655,Claimed,,0xb6be4d,,"Jun 23, 2017"
154,https://www.larvalabs.com/cryptopunks/details/8656,Sold,scalynel…,0x033ee7,"2.99Ξ ($1,034)","Sep 24, 2020"
155,https://www.larvalabs.com/cryptopunks/details/8656,Offered,,,"2.99Ξ ($1,103)","Sep 16, 2020"
156,https://www.larvalabs.com/cryptopunks/details/8656,Offer Withdrawn,,,,"Sep 14, 2020"
157,https://www.larvalabs.com/cryptopunks/details/8656,Bid Withdrawn,PM_disco…,,1.25Ξ ($454),"Sep 13, 2020"
158,https://www.larvalabs.com/cryptopunks/details/8656,Bid,PM_disco…,,1.25Ξ ($461),"Sep 11, 2020"
159,https://www.larvalabs.com/cryptopunks/details/8656,Offered,,,1.95Ξ ($683),"Sep 08, 2020"
160,https://www.larvalabs.com/cryptopunks/details/8656,Sold,0xb6be4d,scalynel…,1.10Ξ ($255),"Jun 25, 2020"
161,https://www.larvalabs.com/cryptopunks/details/8656,Offered,,,1.10Ξ ($251),"Jun 25, 2020"
162,https://www.larvalabs.com/cryptopunks/details/8656,Offer Withdrawn,,,,"Jun 25, 2020"
163,https://www.larvalabs.com/cryptopunks/details/8656,Offered,,,"10Ξ ($2,271)","Jun 20, 2020"
164,https://www.larvalabs.com/cryptopunks/details/8656,Bid Withdrawn,scalynel…,,0.90Ξ ($204),"Jun 20, 2020"
165,https://www.larvalabs.com/cryptopunks/details/8656,Bid,scalynel…,,0.90Ξ ($206),"Jun 19, 2020"
166,https://www.larvalabs.com/cryptopunks/details/8656,Claimed,,0xb6be4d,,"Jun 23, 2017"
167,https://www.larvalabs.com/cryptopunks/details/8657,Bid,0x717403,,0.21Ξ ($56),"Jul 06, 2017"
168,https://www.larvalabs.com/cryptopunks/details/8657,Bid,0x6611fe,,0.21Ξ ($56),"Jul 06, 2017"
169,https://www.larvalabs.com/cryptopunks/details/8657,Claimed,,0xc272ed,,"Jun 23, 2017"
170,https://www.larvalabs.com/cryptopunks/details/8658,Transfer,0x00bd9f,0xca8fe4,,"Mar 08, 2018"
171,https://www.larvalabs.com/cryptopunks/details/8658,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
172,https://www.larvalabs.com/cryptopunks/details/8658,Claimed,,0x00bd9f,,"Jun 23, 2017"
173,https://www.larvalabs.com/cryptopunks/details/8659,Sold,coinduph…,0x13816f,"6.12Ξ ($2,074)","Oct 07, 2020"
174,https://www.larvalabs.com/cryptopunks/details/8659,(Wrap),0x37641f,WrappedC…,,"Oct 03, 2020"
175,https://www.larvalabs.com/cryptopunks/details/8659,Transfer,coinduph…,0x37641f,,"Oct 03, 2020"
176,https://www.larvalabs.com/cryptopunks/details/8659,Sold,Dude_Nak…,coinduph…,0.10Ξ ($62),"Apr 20, 2018"
177,https://www.larvalabs.com/cryptopunks/details/8659,Offered,,,0.10Ξ ($53),"Apr 18, 2018"
178,https://www.larvalabs.com/cryptopunks/details/8659,Sold,0x8234be,Dude_Nak…,0.10Ξ ($54),"Mar 18, 2018"
179,https://www.larvalabs.com/cryptopunks/details/8659,Offered,,,0.10Ξ ($54),"Mar 18, 2018"
180,https://www.larvalabs.com/cryptopunks/details/8659,Offered,,,0.30Ξ ($261),"Feb 27, 2018"
181,https://www.larvalabs.com/cryptopunks/details/8659,Offered,,,0.50Ξ ($378),"Jan 01, 2018"
182,https://www.larvalabs.com/cryptopunks/details/8659,Offered,,,0.19Ξ ($132),"Dec 14, 2017"
183,https://www.larvalabs.com/cryptopunks/details/8659,Offered,,,0.20Ξ ($131),"Dec 12, 2017"
184,https://www.larvalabs.com/cryptopunks/details/8659,Claimed,,0x8234be,,"Jun 23, 2017"
185,https://www.larvalabs.com/cryptopunks/details/8660,Claimed,,0xc272ed,,"Jun 23, 2017"
186,https://www.larvalabs.com/cryptopunks/details/8661,Claimed,,0xcc7c33,,"Jun 23, 2017"
187,https://www.larvalabs.com/cryptopunks/details/8662,(Wrap),0xb1ad60,WrappedC…,,"Dec 22, 2020"
188,https://www.larvalabs.com/cryptopunks/details/8662,Transfer,0x_NFT,0xb1ad60,,"Dec 22, 2020"
189,https://www.larvalabs.com/cryptopunks/details/8662,Sold,0xe4c479,0x_NFT,"3.50Ξ ($1,206)","Sep 25, 2020"
190,https://www.larvalabs.com/cryptopunks/details/8662,Offered,,,"3.50Ξ ($1,211)","Sep 24, 2020"
191,https://www.larvalabs.com/cryptopunks/details/8662,(Unwrap),WrappedC…,0xe4c479,,"Sep 24, 2020"
192,https://www.larvalabs.com/cryptopunks/details/8662,Sold,Hemba,0xe4c479,"3.25Ξ ($1,236)","Sep 20, 2020"
193,https://www.larvalabs.com/cryptopunks/details/8662,(Wrap),0x193847,WrappedC…,,"Sep 16, 2020"
194,https://www.larvalabs.com/cryptopunks/details/8662,Transfer,Hemba,0x193847,,"Sep 16, 2020"
195,https://www.larvalabs.com/cryptopunks/details/8662,Claimed,,Hemba,,"Jun 23, 2017"
196,https://www.larvalabs.com/cryptopunks/details/8663,Claimed,,0xba7ccc,,"Jun 23, 2017"
197,https://www.larvalabs.com/cryptopunks/details/8664,Bid Withdrawn,0x717403,,0.05Ξ ($14),"Jun 30, 2017"
198,https://www.larvalabs.com/cryptopunks/details/8664,Bid,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
199,https://www.larvalabs.com/cryptopunks/details/8664,Claimed,,0xba7ccc,,"Jun 23, 2017"
200,https://www.larvalabs.com/cryptopunks/details/8665,Bid,0x7760e0,,0.05Ξ ($16),"Jun 28, 2017"
201,https://www.larvalabs.com/cryptopunks/details/8665,Claimed,,0x6f4a2d,,"Jun 23, 2017"
202,https://www.larvalabs.com/cryptopunks/details/8666,Bid Withdrawn,0xc155f9,,"2.70Ξ ($1,757)","Dec 27, 2020"
203,https://www.larvalabs.com/cryptopunks/details/8666,Sold,0xb6be4d,0x033ee7,"2.96Ξ ($1,052)","Sep 26, 2020"
204,https://www.larvalabs.com/cryptopunks/details/8666,Bid,0xc155f9,,2.70Ξ ($946),"Sep 26, 2020"
205,https://www.larvalabs.com/cryptopunks/details/8666,Offered,,,"2.96Ξ ($1,008)","Sep 25, 2020"
206,https://www.larvalabs.com/cryptopunks/details/8666,Offered,,,"3.90Ξ ($1,330)","Sep 25, 2020"
207,https://www.larvalabs.com/cryptopunks/details/8666,Sold,223332,0xb6be4d,0.85Ξ ($332),"Aug 23, 2020"
208,https://www.larvalabs.com/cryptopunks/details/8666,Offered,,,0.85Ξ ($333),"Aug 23, 2020"
209,https://www.larvalabs.com/cryptopunks/details/8666,Offered,,,0.91Ξ ($364),"Aug 06, 2020"
210,https://www.larvalabs.com/cryptopunks/details/8666,Bid Withdrawn,0x4b6942,,0.60Ξ ($137),"Jul 02, 2020"
211,https://www.larvalabs.com/cryptopunks/details/8666,Sold,0xb6be4d,223332,0.79Ξ ($183),"Jun 26, 2020"
212,https://www.larvalabs.com/cryptopunks/details/8666,Bid,0x4b6942,,0.60Ξ ($138),"Jun 26, 2020"
213,https://www.larvalabs.com/cryptopunks/details/8666,Offered,,,0.79Ξ ($183),"Jun 26, 2020"
214,https://www.larvalabs.com/cryptopunks/details/8666,Offer Withdrawn,,,,"Jun 26, 2020"
215,https://www.larvalabs.com/cryptopunks/details/8666,Bid Withdrawn,0x67b404,,0.85Ξ ($197),"Jun 25, 2020"
216,https://www.larvalabs.com/cryptopunks/details/8666,Bid,0x67b404,,0.85Ξ ($196),"Jun 25, 2020"
217,https://www.larvalabs.com/cryptopunks/details/8666,Offered,,,0.90Ξ ($205),"Jun 25, 2020"
218,https://www.larvalabs.com/cryptopunks/details/8666,Offer Withdrawn,,,,"Jun 25, 2020"
219,https://www.larvalabs.com/cryptopunks/details/8666,Offered,,,"10Ξ ($2,271)","Jun 20, 2020"
220,https://www.larvalabs.com/cryptopunks/details/8666,Claimed,,0xb6be4d,,"Jun 23, 2017"
221,https://www.larvalabs.com/cryptopunks/details/8667,Sold,0x5d7863,Ouroboro…,2.50Ξ ($878),"Sep 24, 2020"
222,https://www.larvalabs.com/cryptopunks/details/8667,Sold,0x11c9a7,0x5d7863,2.19Ξ ($706),"Sep 23, 2020"
223,https://www.larvalabs.com/cryptopunks/details/8667,Sold,Pranksy,0x11c9a7,1.99Ξ ($674),"Sep 23, 2020"
224,https://www.larvalabs.com/cryptopunks/details/8667,(Wrap),0x776758,WrappedC…,,"Sep 14, 2020"
225,https://www.larvalabs.com/cryptopunks/details/8667,Transfer,Pranksy,0x776758,,"Sep 14, 2020"
226,https://www.larvalabs.com/cryptopunks/details/8667,Offer Withdrawn,,,,"Sep 14, 2020"
227,https://www.larvalabs.com/cryptopunks/details/8667,Offered,,,1.99Ξ ($735),"Sep 12, 2020"
228,https://www.larvalabs.com/cryptopunks/details/8667,Transfer,alxo,Pranksy,,"Sep 11, 2020"
229,https://www.larvalabs.com/cryptopunks/details/8667,Offered,,,"10Ξ ($1,362)","Jan 05, 2020"
230,https://www.larvalabs.com/cryptopunks/details/8667,Sold,juggerna…,alxo,0.25Ξ ($38),"Nov 23, 2019"
231,https://www.larvalabs.com/cryptopunks/details/8667,Offered,,alxo,0.25Ξ ($38),"Nov 23, 2019"
232,https://www.larvalabs.com/cryptopunks/details/8667,Offered,,,0.45Ξ ($81),"Oct 26, 2019"
233,https://www.larvalabs.com/cryptopunks/details/8667,Transfer,0x00d7c9,juggerna…,,"Oct 04, 2019"
234,https://www.larvalabs.com/cryptopunks/details/8667,Offered,,,0.75Ξ ($207),"Jul 12, 2019"
235,https://www.larvalabs.com/cryptopunks/details/8667,Offered,,,"1Ξ ($1,025)","Jan 17, 2018"
236,https://www.larvalabs.com/cryptopunks/details/8667,Claimed,,0x00d7c9,,"Jun 23, 2017"
237,https://www.larvalabs.com/cryptopunks/details/8668,Transfer,0x00d7c9,Wilcox,,"Sep 28, 2019"
238,https://www.larvalabs.com/cryptopunks/details/8668,Offered,,,0.75Ξ ($207),"Jul 12, 2019"
239,https://www.larvalabs.com/cryptopunks/details/8668,Claimed,,0x00d7c9,,"Jun 23, 2017"
